x,y
-2455,-811
-2496.5,-1201.5
-2499.5,-1194
-2504.5,-1210.5
-2488,-1203.5
-2498.5,-1277.5
-2499,-1271.5
-2508.5,-1278
-2499.5,-1275.5
-2501.5,-1269
-2441,-1304
-2443,-1284
-2454.5,-1272
-2688,-1408
-2691,-1377
-2699,-1287
-2821.5,-1090
-2727,-923.5
-2716.5,-926
-2727,-932.5
-2728.5,-922.5
-2659,-984
-2684.5,-1019.5
-2654.5,-1011.5
-2714.5,-1021.5
-2636.033262,-1015.226053
-2628.962195,-1006.740772
-2643.10433,-1013.104733
-2633.204835,-1004.619451
-2636.033262,-1010.983412
-2867,-994
-2874.5,-992.5
-3076.5,-943.5
-3136.664863,-962.9001512
-3134.543543,-952.2935495
-3152.221213,-958.6575105
-4530.725883,756.0764338
-3186.162338,-1008.154985
-3201.718687,-998.9625971
-3205.961328,-990.4773157
-3193.233406,-1006.033665
-3203.840008,-1003.205238
-3222.224784,-1006.740772
-3261.822764,-981.2849275
-3280.914647,-979.870714
-3270.308045,-971.3854326
-3268.186725,-977.7493936
-3206.668435,-948.7580156
-3214.446609,-931.7874529
-3261.115657,-938.1514139
-3379.499219,-999.0062188
-3362.231927,-910.5742494
-3365.060354,-922.5950647
-3369.302994,-914.8168901
-3363.723796,-1081.557197
-3329.361233,-1075.501067
-3352.278599,-1088.060109
-3416.705306,-1107.784435
-3356.75266,-1118.037604
-3374.945714,-1069.337138
-3374.959849,-1078.158557
-3326.876588,-1068.966168
-3303.542064,-1063.309314
-3399,985.5
-3397,984
-3262.529871,-1047.045858
-3408.25,994
-3443.549207,-943.1011614
-3452.034488,-936.7372003
-3461.226876,-931.7874529
-3495.875108,-859.6625612
-3485.268507,-875.2189104
-3530.523341,-746.5254762
-2802.494003,-709.39901
-3581.435029,-517.4228791
-3560.928932,-508.9375977
-3543.958369,-181.547158
-3539.008622,-178.7187309
-3570.828427,-193.5679733
-3543.958369,-355.4954262
-3548.908117,-340.6461838
-3491.632468,-145.4847122
-3493.046681,-144.0704986
-3489.511147,-138.4136444
-3495.75,-371
-3500.25,-368.5
-3502,-362.75
-3682,-549.5
-3684,-554
-3677.5,-553
-3401,-295.5
-3394,-289
-3362.5,-309.5
-3376,-311
-3713.5,-577
-3714,-586
-3698,-592.5
-3717.5,-588
-3701,-597.5
-3393.5,-355
-3400,-349
-3493,-231.5
-3487,-224.5
-3486,-236.5
-3486.5,-233
-3489.5,-225
-3489,-232.5
-3506,-238.5
-3453.5,-267
-3436.5,-241
-3406,-234.5
-3395.5,-232
-3405,-236.5
-3347.5,-312
-3353,-310.5
-3350.5,-311
-2806.618973,-722.0954592
-2809.17453,-729.5348654
-3323,-178
-3175.74297,-189.7230906
-3262.417568,-132.8325505
-3070.051682,-723.9108564
-3105.564659,-722.4261721
-3106.791156,-769.2945318
-3100,39
-3175.003849,-788.1357355
-3010,52.75
-3007.25,61.75
-3017,63.25
-2375.5,1304.5
-3155,-189
-3749.726167,965.2631348
-3694.583311,-203.3339379
-2556.5,1268.835463
-4165.600037,774.1341848
-4139.600037,794.7450936
-4127.600037,806.7514624
-4146.583784,790.999268
-4371.400085,734.9133067
-4456.400085,620.8528027
-4413.799988,1321.380477
-4351.799988,1359.400645
-3970.600037,1565.30992
-3985.600037,1518.284975
-3974.600037,1518.284975
-3974.600037,1546.299836
-4395.450273,820.3285403
-4457.297595,729.7138427
-4508.287636,774.1962098
-4582.468368,702.1357824
-4613.167192,666.6675177
-4608.500683,667.4160621
-3994.999939,1335.125785
-3898.399902,1610.271768
-3473.583116,-566.249451
-3842.999878,1639.287159
-3859.999878,1627.28079
-3726,1687.125254
-2377.001172,570.0007316
-2389.960103,-784.3587237
-2361,-742.9342192
-3977,1348.798749
-2287.599976,-694.708656
-4239.259972,664.578751
-4245.408296,989.6213247
-4248.94383,950.7098109
-4205.668887,901.2108351
-4241.731332,912.5305482
-4621.599976,641.8694082
-4621.599976,659.8789614
-2462.399902,908.7111875
-2459.399902,931.7233945
-2514.399902,1056.789737
-2517.399902,1089.807251
-2522.399902,1101.81362
-2553.399841,1156.642631
-2463.782606,233.8315492
-4055.501562,940.8316202
-3886.553676,-174.7116055
-3647.558752,411.4731468
-3656.121805,396.8132805
-2396,161.2425468
-4338.081831,1293.421168
-2452,241.2850057
-2438.200073,1056.117209
-2390.400085,945.2584155
-2389.400085,1010.292913
-2398.400085,1085.332719
-2294,1123.264838
-2341,1101.253162
-2338,1040.220787
-2387,926.2170714
-2394,893.2096411
-2429,832.1772661
-2419,769.1438297
-2381,803.1618748
-2361,833.1777969
-2333,863.193719
-2284,899.2727988
-2386.599976,862.8651928
-2235.200012,811.2378007
-2283.599976,794.5015769
-2196.399963,769.88853
-2248.399963,752.8795074
-2201.200012,790.0684956
-2202.200012,798.0727415
-2172.200012,796.07168
-2183.200012,799.0732722
-2085.399963,1003.381661
-2018.399963,969.3636159
-2002.399963,989.3742306
-1984.399963,905.3296487
-2014.399963,893.3232799
-2023.399963,902.3280565
-2032.399963,891.3222184
-2072.399963,913.3338946
-2104.399963,908.3312409
-2093.399963,918.3365483
-2191.399963,866.30895
-2346.600006,976.6753933
-2294.600006,992.6838851
-2237.199982,1035.806796
-2251.699982,979.2768098
-2194.899994,1069.124443
-2207.999969,1109.045613
-2236.100006,1130.102963
-2224.999969,1170.077988
-2195.499969,1137.560739
-2131.199951,1061.120197
-2204.899933,978.9766323
-3971.33419,1527.834007
-2814.789805,-977.2412325
-2776.040405,-1145.025214
-2819.881026,-1183.229246
-2501.258727,-1313.205565
-4636.999902,-711.2472564
-4636.599976,1472.468049
-4600.599976,1438.450004
-4534.599976,1371.414444
-2456.137823,-95.68804046
-2496.906344,-130.2047463
-2587.162676,-53.1606476
-2565.440612,-25.284965
-4038.508869,1556.745357
-4027.195161,1555.330393
-2438.795349,-264.2948747
-3915.896493,1825.56
-2424.467016,-457.9210635
-2427.716382,-463.918686
-2420.717749,-497.9052137
-2485.198647,-491.7944785
-3483.799988,-532.3307102
-3091,-689.8142726
-3278.147385,-774.4933189
-3288.751915,-743.746362
-3310.314461,-768.8387061
-3259.410159,-794.6679969
-3310.783212,-802.5608867
-2390,42.24254678
-2379,20.23087057
-2375,62.25316152
-3389.256739,-678.3950115
-3383.247505,-677.3347716
-3471.190021,-944.9262266
-3489.924692,-939.2716139
-3530.575393,-952.3500073
-3552.137939,-962.5989929
-3526.922728,-998.7649572
-3520.206526,-1000.885437
-3512.538211,-1097.370338
-3497.691868,-1105.852257
-3515.012602,-1118.575136
-3449.623678,-1143.971742
-3456.693366,-1146.092222
-3381.283377,-1117.112332
-3427.589828,-1104.742866
-3437.840874,-1115.698678
-3339.053794,-941.407995
-3334.304722,-943.4072025
-3387.788613,-857.4862457
-3420.61553,-864.8166682
-3414.36675,-869.564786
-3418.865872,-873.3133001
-2651.621734,-1512.256562
-2871.749985,-1599.586978
-2896.897904,-1474.472725
-2807.919718,-1469.250668
-2801.910484,-1472.077974
-2786.357173,-1455.467549
-2284.486857,1295.975067
-2281.487442,1305.471303
-2615.003441,-962.3884853
-2612.065496,-962.0709389
-2607.065967,-963.8206526
-2786.791102,738.9262985
-2204.816037,678.2030666
-2231.680848,649.9300029
-4812.279202,607.0721984
-4824.628073,566.1044449
-4809.379512,574.1079168
-4811.379324,575.3584593
-4832.877295,565.3541194
-4823.378191,578.3597612
-3080.07501,223.3928164
-4325.507619,203.8823075
-4309.509129,193.1276421
-2796.5,-1208.02077
-4066.139948,177.20268
-4067.189867,162.9464957
-3072.089887,695.5577128
-3071.089981,704.3115102
-3112.286076,619.4747164
-3294.149426,1382.296771
-3194.07505,-443.7059502
-3143.027898,-160.3024193
-2322.064508,-456.9357892
-2334.091106,-487.5310301
-2319.153053,739.4951956
-4739.283566,-337.4546483
-4736.233835,-337.654732
-4775.430118,-345.3580707
-4792.228552,-311.4433569
-4789.228835,-313.1941164
-4799.199239,-280.6499939
-4796.749151,-283.4499969
-4812.974542,-253.5435648
-4824.82343,-264.3435602
-4825.623342,-315.4435663
-4812.725391,-320.3000031
-4428.184942,-27.34276706
-4446.181427,-40.83741775
-4529.831747,-41.00402346
-4542.4959,128.7620245
-4673.179639,1.794348919
-4698.508006,-20.19693369
-4851.478131,109.7515545
-4673.512826,-55.51630705
-4459.283749,-69.07630764
-4406.79397,-39.08819499
-4420.291334,-22.09493115
-4460,53
-4347.231673,-574.6985284
-4198.032142,-505.4020638
-3433.427687,800.5265179
-4046,-420
-3207.375542,738.3987643
-3185.75,747.75
-3193.25,747.25
-3201,743.5
-3202.5,670
-3180.5,680.5
-3190.5,622.5
-3185.5,644
-3243.5,628
-3269.5,601.5
-3303,625
-3314,646
-3322,655
-3326,659.5
-3325.5,659.5
-3318.5,663
-3323,667.5
-3350,676.5
-3177.725251,1327.341426
-3389,632.5
-3398,644
-3385.5,650
-3380,694
-3436,799
-3410,785
-3526,793.5
-3501,753
-3551,768
-3163.534921,554.5510012
-3192.526299,548.8941469
-3198.89026,551.0154673
-3197.476047,544.6515063
-3233.538492,554.5510012
-2299,-669.5
-2652.87568,-1476.482961
-2653.057504,-1488.52427
-2697.132225,-1517.929286
-2740.873682,-1540.170477
-2737.794715,-1485.568154
-2715.547351,-1449.812012
-2834.199997,-1554.496444
-2844.355553,-1549.689077
-3290.814142,556.6723215
-3461.933983,847.2932086
-3596.991378,954.7734394
-3689,978
-3644,985
-3683,940
-2200.914346,-755.500549
-3689,948
-3397.233712,1004.624467
-3332.886995,1020.180817
-3364,945
-3371,954
-3123,1098
-3038,1046
-3181,235
-3215.15413,198.6397397
-2614,-47
-2600,-44
-2998.5,1750
-3975.293506,-130.6354698
-3958.322943,-130.6354698
-3973.879292,-104.4725189
-3942.766594,-105.8867324
-2037.820926,994.3714191
-2071.762051,997.1998462
-4168.087318,-569.8755851
-3663.91524,-14.41385959
-4126.932893,-592.7136565
-2414.001733,-1266.24896
-2450.91708,-1240.916603
-4108.533377,-566.4512538
-4491.999609,289.5034752
-2502.390081,-1206.144884
-3079.199997,1703.700005
-3703.340201,30.83951717
-3691.349572,67.74966031
-3796.295798,80.4053311
-3797.000283,74.5509542
-3801.245343,73.05281298
-3808.544673,90.00856775
-3688.750189,64.60564504
-3696.632359,53.10955153
-3701.531906,64.01324809
-2438.249902,776.414957
-2423.901228,-1182.81036
-2460.150806,6.523454817
-2450.606728,-3.725530793
-2551.999219,-1281.8281
-3111.916126,1513.387796
-4183.250586,1536.419354
-2835.437375,264.6372209
-2560,1277
-2581,1217
-2636,1243
-2551,1202
-2621,1275
-2535.977653,265.696587
-4541.749512,1368.500183
-2885.339488,1154.129022
-2238,-681
-2241,-659
-2259,-679
-2353,-650
-3361.666299,381.5845019
-3178.917275,445.5012803
-3905.500391,1260.58723
-4053.416689,-203.4136843
-2238.639251,-559.849286
-2862.307432,350.9042482
-2846.043976,357.2682092
-2857.357685,366.4605974
-2855.236365,360.8037432
-3958.25,-23
-3958,-17.25
-3962.75,-17.5
-3959.75,-21.25
-3644.487561,-196.7554046
-3592.728865,-196.7958588
-3619.550022,-186.5502595
-4051.661038,1192.361318
-3627.37559,-190.6437758
-4703.5,-508
-4280.66821,143.3064578
-4257.335888,143.3064578
-4618.501562,-153.9965248
-4129.666997,615.8366815
-4342.871394,1865.764666
-4456.269307,-404.1344251
-2498.130361,-123.68948
-2449.750098,-76.83382389
-3901.500293,624.9153305
-2961.50166,-445.4981786
-3236,-720.5
-3242,-708.5
-3233,-698.5
-4703.142946,160.9262493
-3243.5,-689.5
-3239,-690.5
-3275.833198,-197.1687458
-4487,867
-3264.651191,-1059.77378
-3197.476047,-1009.569199
-3558,-617.7892974
-3685.000586,-635.9158792
-1525.666231,-1031.501098
-2808.567317,1668.951288
-1664.82127,-1082.989759
-1953.674666,-1282.983986
-1945.351431,-1274.434003
-1921.205284,-1363.128561
-2127.977316,-465.6845147
-2146.334077,-1156.083275
-3814.937224,491.4466422
-3546.296862,-132.5965847
-3551.295886,-133.8460894
-3540.797936,-132.8464856
-3455.5,1091.25
-3465.5,1091.25
-3476.25,1092
-2371,633
-4600.411954,727.7234189
-4603.661647,729.9741832
-4605.911435,718.9704466
-4608.911152,722.4716355
-3892,1213
-3887.666201,1207.333458
-3895.001562,1212.327236
-3957,1211
-3953,1225
-3268,-1026
-4881.836029,-27.32796773
-4913.555974,95.59459065
-4846.666314,204.7560392
-4730.405101,44.03531995
-4586.40022,-79.45351675
-4502.883915,3.576862071
-4482.88001,94.61016897
-2789,838
-3834.332988,-425.49817
-2850.288818,1206.617783
-2822.992313,1124.875392
-4343.462157,1863.999723
-3903.333604,629.3306456
-3176.262843,-188.9042274
-2541.070149,-1199.483219
2152.853445,-1722.414402
1735.25,-3820.750366
-3020.430944,653.0573676
-3550.000195,1628.254207
-2944.331819,1746.618208
971.0543812,-2035.956445
-4445.916216,1566.167335
-3751.500781,926.6652611
-3694.749121,283.4985368
-3705.649514,274.0201251
-4526.499902,755.3332139
-2791.974402,1018.193331
-2785.611042,1016.778637
-2626.830577,321.750732
-3723.917096,249.2422748
-3720.416396,233.8354012
-4131.09287,616.190584
-4064.333994,825.4171519
-3111.265693,1357.554027
-2999.099579,1192.294203
-3974.218075,182.4166641
-2590.416509,-187.3325505
-4711.391665,608.9982234
-4718.462733,628.7972132
-4709.977452,604.7555827
-4716.341413,625.9687861
-1964.988927,379.8956262
-1973.474208,379.1885195
-1983.373703,379.8956262
-4118,1402
-4115.5,1410.5
-3720,318
-4385.83419,1128.501829
-4336.081343,1292.089067
-4213.374219,1766.456163
-3588.880663,852.4835296
-4221.722014,1607.20437
-4552.249805,1098.584852
-3023.5,-724.5
-3022,-712.5
-3036.5,-767.5
-4015,-297.5
-3986.75,977.4160621
-4073.66542,852.163614
-3027.249805,1744.000366
-4510.031228,1231.403731
-4534.786477,1211.301693
-4101.723443,1437.142876
-4316.353604,-335.4624522
-2780.282959,-787.5668988
-2743.513407,-797.4716477
-3779.387922,1377.5
-4178.444804,800.1191002
-2750.999939,-314.9670943
-3982.984741,-305.5
-3435.474318,1096.857147
-2269.600098,-400.1323062
-3504.166216,821.0810712
-3549.210799,1023.000031
-3455.961526,701.4272089
-2326.496965,444.2857361
-2388.799058,454.2857056
-2376.51012,653.2857361
-2311.350098,629.4285889
-2282.77117,616.0000305
-2285.771959,645.0000305
-2054.717113,1015.142822
-2070.444553,971.75
-2698.802599,1112.821432
-2680.950073,1126.785702
-2995.704015,-698.2077259
-2988.452599,-694.4563533
-3217.715585,-292.8847984
-3257.582304,-317.500366
-3324.058888,-314.2793723
-3386.824216,-309.7349174
-2293.834623,1158.642851
-3099.806108,1824.357153
-3672.249079,1660.571419
-4293.908575,507.0714111
-2357.37204,1377.250008
-2315.000098,-691.5818108
-2826.198174,1210.321442
-3037.522794,1229.130897
-3072.542493,956.607151
-2930.43839,910.7143097
-2798.546522,692.8571625
-2892.857125,557.8571625
-2804.976894,384.7143097
-2840.477568,270.1930738
-2866.291468,-554.7857208
-2812.355096,-1070.571411
-2822.776107,-1079
-2218.763965,585.8657293
-2220.798177,638.6071472
-2451.305557,156.3456321
-4695,-514
-4714,-520.5
-4718,-515.5
-4722,-488
-4724,-487
-4706,-471
-4704,-463
-4705,-456.5
-4712.5,-431
-4712.5,-426
-4720.5,-427.5
-4714.5,-432
-4639.25,-378
-4635,-394.5
-4631.25,-396.75
-4638.75,-376.25
-2426.729655,630.2114268
-2314.65323,653.899504
-2830.75,-194.25
-2827.25,-198.5
-2546.230701,1380.451722
-4569.5,149.5
-4558,20
-4812.5,44
-4385.5,-310.5
-3693.5,405.5
-3732.25,277.75
-3727.75,333
-3253.5,-684.75
-3916.75,1326.25
-3803.5,1407.25
-3920.75,1493.5
-3795.75,1620.5
-3750.75,1627
-3706.5,1470.5
-3684.25,1543.75
-3792.859956,1781.381267
-4176.25,-618
-3976.25,-571.75
-3835.99347,1788.452334
-3915.25,-592
-3880,-572.25
-4058,-757.75
-4328.75,-566
-4293,-549.5
-4350.908594,-595.2062441
-4058.75,-506.5
-3877.005663,1780.67416
-4110.75,-496.5
-3996.25,-378.5
-3815,-456
-3809.5,-452
-3805,-448.5
-3772.25,-440
-3795,1724
-3862.156421,822.5444713
-3821.851334,840.2221408
-4039.640223,541.8230791
-3189,-1015.500008
-3878.419877,917.2967799
-3860.035101,918.0038867
-3849.428499,908.8114986
-3802.052345,1013.463302
-3683.258405,881.2343341
-3651.4386,891.8409358
-4342.989032,1896.639672
-4288.5,1006
-4260.257539,799.9170543
-4536.73629,824.6657916
-4536.5,815.75
-4522,806.75
-4519.75,810
-4514.25,823.25
-4478.75,797.25
-4236,420
-4447.25,1122
-3856,281
-3452.034488,-1101.158324
-3781,22
-2473.25,1323.25
-2490.25,1338.75
-4512,-48
-4496,129
-3445,641.5
-3449.25,645.25
-3460.75,653
-3462.75,654
-3472.75,668.75
-3401,677.25
-3408.25,674.25
-3410,678
-4862,-45
-4752,68
-4862,158
-3649.31728,330.3981516
-4438.501573,858.7521308
-4459.448518,869.0969367
-3765,404
-3692.450793,309.1849481
-3682.551299,319.7915498
-3744,1704
-4069.5,1136.5
-3771,308.5
-3766.25,311
-3764.5,314.75
-3761.75,316.75
-3772.25,309
-3768.5,310.5
-3714,336.5
-3720.5,347.5
-2887,1127
-2834,1244
-3306,1644
-3383,1773
-3445,1776
-3201,1636
-3165,1655
-3190,1689
-3174,1768
-3062,1869
-3014,1873
-2985,1856
-3670,1472
-3636,1498
-3613,1478
-4282,1746
-4347,1739
-4389,1727
-3219.049335,-183.4270725
-4492,1593
-4378.344371,1153.470445
-4393.193614,1185.29025
-2540.662506,305.4242928
-2553.583213,317.2505487
-2550.001953,301.2520119
-3246.266415,1297.720228
-2439.457577,-325.7969414
-2438.918086,-323.8379618
-2633.5,-1307.75
-2447,-1277
-2974,880
-2358.5,-1237.5
-2358,-1233
-2588.5,531.5
-2469,634
-2360,647
-3022.820672,150.4394758
-3021.406458,150.7930291
-3016.456711,143.7219613
-3020.699351,155.7427766
-3041.912555,146.1968351
-4014,417
-3969,516
-4288,398
-4304,394
-4310.5,376.5
-3704,-232.5
-4295.5,378.5
-3701.75,-231
-4282,373.5
-4045.999805,19.66636675
-4034.211582,13.37573965
-3925.442478,984.8254776
-3917.31075,1101.144543
-4038,-321
-3892,-430
-4040,-168
-4117,-196
-4100,-310
-3980.243253,-292.5629227
-3931.452886,-341.3532906
-2829.20382,275.5606661
-2740,-1321
-2357,-399
-2339,-428
-2323,-481
-2250,-526
-2259.25,-556.5
-2241.5,-560
-3115.833198,-191.9165498
-3115.415029,-189.0838163
-3125.527578,-184.2047978
-3138.113379,-190.0402763
-4405.921536,991.542992
-4444.105302,943.1061775
-2976.586727,-544.1102183
-2960.173652,-511.8382539
-2423.901228,-421.9634636
-2464.913421,-495.5025689
-2484.712411,-501.8665299
-4823.114537,-409.9426483
-4802.60844,-332.8680092
-4237.630122,1702.185307
-4279.228457,1607.950993
-3806.515719,1739.208649
-3502.239069,1078.870679
-4167.45587,-547.4676996
-3996.596507,-485.5110718
-4066.455821,-733.7053468
-4065.205577,-731.2044318
-3782.382646,-750.3751906
-3821.723639,-772.0497773
-3837.226666,-768.0483133
-3821.223542,-707.6928872
-4062.705382,-771.8615415
-2853.115044,495.1540316
-4070.863626,-688.9428033
-2763.312483,451.3134111
-3340.735863,-1003.958912
-3196.533896,-458.8538904
-3885.068245,-174.0979076
-3460.5,912
-3470.5,914.5
-3350.211111,787.1891322
-3351.332139,747.2492684
-3346.250488,751.7549384
-3345.499512,757.7551213
-3618.911688,918.7109935
-3606.890873,942.0455173
-3701.5,895
-3687,885.5
-3075.146574,553.8438944
-2894.249121,1826.16764
-2775.000586,756.500549
-2449.710626,302.8209871
-3423.795496,905.8928147
-3122.331929,-193.750366
-2869.515673,-951.0138979
-3072.319759,-902.4540972
-2952.021128,-629.1114522
-3254.869377,939.8087686
-2374.330022,779.0998487
-2392.651975,618.9712198
-2256.724353,732.9399439
-2931,-664
-2750.75,1175.5
-3289,-414.5
-2931.95745,320.4986566
-3045.801642,298.5783464
-2434.861383,1222.059803
-2418.244374,1275.446365
-2440.871791,1282.870986
-2410.112646,1250.697627
-3759.5,389.25
-2400.566704,1236.201938
-3812.75,320.75
-3791.5,332.75
-3774,309.75
-2436,1083.5
-3558.807612,881.9414409
-3442.8421,-657.4300218
-2944.331905,725.026098
-2954.750015,715.8801861
-3261.000683,1606.835416
-3710.83557,-227.5090988
-3615.5,931
-3403.900024,1648.099794
-3654.250683,369.0832749
-2419.427883,-1454.184946
-2508.698122,-1274.888761
-2524.905199,-916.4236869
-4027.249707,870.3322918
-3807.333506,1486.665635
-3678.877163,114.0137254
-2680.34498,-513.2985353
-4439.5,-100.5
-2421,-5
-2420.5,-15.5
-2980.5,574
-3668.05561,125.337185
-3177,-127.5
-3229.5,-144.5
-3163,-120
-3161,-152
-3198,-191
-3167,-208.5
-3201,-224
-3218,-219.5
-3224.5,-194
-3150,-247.5
-3060.5,-149
-3070.25,-160.75
-3084,-133.5
-3093.75,-138.5
-3096,-145.5
-3052,-162.5
-3077.75,-174.5
-3116.25,-182.75
-3062,-198.5
-3091.25,-247.25
-3080.5,-282.5
-3103,-299.75
-3089,-346.5
-3048.75,-293
-3108.25,-382.25
-3129,-405.25
-3141.75,-338.25
-3155,-373.25
-3126.75,-387.75
-3163.25,-386.75
-3183.25,-392.25
-3214.75,-377.25
-3218.75,-376.25
-3160.5,-413.75
-3165,-416.25
-3199,-463.75
-3183.25,-475.5
-3160,-435.5
-3213.75,-449.5
-3252.75,-421.25
-3265.25,-416
-3056.75,-148.75
-3073.75,-165.5
-3067.5,-160
-3118,-183
-3158,-152.25
-3164,-151.75
-3229.415048,-142.3435313
-3195.774396,-189.4154074
-3166.028272,-207.4158008
-3147.776872,-246.9161943
-3162.27508,-435.9169812
-3185.775178,-475.4165877
-3254.771497,-422.4295717
-4326.018469,892.5480426
-3248.999219,-406.2503658
-2529,-1434
-4312,850
-3280.5,50
-2524.310391,-913.4026765
-2863.721646,-540.0502961
-3461.583506,-52.66728177
-3716.400055,814.5999603
-3890.835264,1169.000915
-3092.953722,957.9432996
-3095.45421,960.9422022
-3971.183399,-533.981359
-3838.281224,-765.0476466
-3822.451184,-774.0375869
-3786.694203,-753.2984697
-3825.45177,-710.8140166
-4151.647197,-570.8695809
-3297.075174,-457.0566775
-3107.750195,-335.9171442
-4107.186684,1464.959016
-3496.002425,-712.7568844
-2432.386509,442.8281298
-3806.294985,1115.993785
-3002.5,-659
-2822,116
-2416.374746,-1456.76715
-4810.000781,866.0029281
-2394.876233,-1166.308756
-2372.873892,-1213.813786
-4070.416982,764.3332749
-2890.833701,1895.66655
-4381.5,1788.5
-4383.5,1798.5
-4386,1808
-4385,1798
-4379,1784.5
-4380.5,1787.5
-4383.5,1793.5
-4387,1817.5
-3891.5,1259.25
-2367.866238,1285.035161
-2804.678506,-325.4449408
-3081.75,706.4992684
-3110.083701,708.5826652
-3094.999609,709.998171
-2930.75,1874.5
5376.800769,4865.937995
-4362.955577,974.4542739
-4365.666494,976
-4368.956749,977.703085
-1620.796098,-2365.739304
-2272.416656,984.5351529
-2276.333313,852.0835576
-4145.837592,1800.677402
-4146.169047,1800.674834
-3209.457335,-138.0446287
-3901,263.5
-4174.850053,-623.401196
-4317.500098,-527
-4113.265541,-459.5400844
-3999.559485,-486.7419808
-2992.106645,687.0389434
-3609.000777,619.2801909
-3604.751683,623.530641
-3475.224725,417.5159838
-3440.583882,393.4718071
-3444.197194,346.7977954
-3634.141566,229.6364088
-3869.448964,344.474552
-3850.891275,-145.7454056
-3698.151686,-198.4202178
-3542.5,184
-4343.33271,-539.0839379
-4349.750293,-532.25
-4349.583296,-544.9164279
-4346.25,-538.9996342
-4351.833409,-539.0832216
-4350.916119,-535.9169613
-4355.999902,-535.0832063
-4345.953658,-528.6402725
-4351.704781,-527.6406383
-4358.166509,-532.4998171
-4355.249219,-529.5835721
-4356.705757,-526.8909127
-4360.583198,-529.0835721
-4344.833116,-538.1669613
-4343.249707,-538.4169613
-4349.0831,-543.0839456
-4345.750195,-544.3333892
-4347.333491,-537.8332216
-4346.75,-535
-4345.333393,-535.3333892
-4351.3331,-539.0001829
-4349.416411,-538.8334045
-4351.916494,-538.4166108
-4353.785148,-538.0486526
-4356.535685,-538.0486526
-4357.416704,-537.9164126
-4356.785733,-535.7994757
-4348.583311,-533.9164279
-4349.997071,-533.4145988
-4350.49834,-532.9129527
-4346.749707,-530.9998171
-4348.083198,-528.2503658
-4346.251757,-527.7478051
-4350.75,-528.5832139
-4354.210068,-529.0446287
-4357.250098,-533.3333892
-4358,-531.6669766
-4361.166787,-532.5832139
-4359.291948,-530.296915
-4357.041509,-529.0473723
-4356.666509,-527.6666108
-4356.041314,-524.5490184
-4355.791265,-523.5493842
-4358.249902,-527
-4359.3331,-525.6613066
-4361.415127,-528.7479881
-4362.792437,-523.7928911
-4359.791851,-523.0431655
-4352.582815,-527.5839454
-4353.749121,-526.5009144
-3411.092988,1697.023415
-3356.080089,1718.024495
-3296.75377,946.1468143
-1031.226291,61.4848077
-3654.5,-54.5
-4376,334
-3482.25,-493.25
-3096.006224,1447.626866
-3299.5,948.5
-3284.5,1288.75
-3315,-728
-4457.5,272
-3255,-394.25
-4818.164789,212.6648725
-4822.40743,209.1293386
-4824.175197,191.0981157
-4831.246265,193.5729894
-3982.069994,1831.224593
-3973.57083,1832.474149
-4227.433369,884.8018421
-3716.4793,458.2306451
-2849.785906,768.4529446
-2424.363083,-49.21977302
-3771.2932,-53.20727723
-3765,-47.5
-3014.347822,-622.4827759
-2270.224232,-842.3853588
-3216.5,-140
-4368.869123,80.26667126
-4388.583018,85.58376265
-4360.383842,119.03668
-3527.553397,1320.149483
-3543.816896,1168.889803
-3521.5,1554
-3347.5,-1090.5
-3752.055779,308.3748529
-3960,-349.1628904
-3715.361114,-29.84906715
-3522.25,1420.75
-3522.5,1429.75
-3511,354
-3451,209
-2574.417095,-1418.999817
-2348.065105,333.0119674
-2332.568411,331.5128676
-2350.422037,383.2903579
-2381.915318,379.7899873
-2307.015631,484.4080051
-2322.873865,427.8979552
-2260.592799,-527.8058134
-2246.416111,-531.7190668
-2289.032733,-549.7136053
-2285.031173,-530.7193702
-2291.033513,-545.7148189
-2287.508573,-543.1800701
-2274.695785,-541.5992096
-2262.243369,-541.981264
-3294.799988,495.3094807
-3154.417568,420.4173386
-3650.907171,487.8493537
-3644.404635,493.3476849
-3649.406586,496.3467746
-3646.90561,482.4377996
-3656.909511,487.9361308
-3640.403075,486.9364342
-3648.906391,495.4338552
-2427.762856,601.868924
-2411.756615,601.868924
-2446.166672,-11.76978028
-2441.166672,-10.77017004
-2442.666672,-19.01695452
-199,-2578
-192.75,-2577.25
-195.75,-2575.5
-1348.5,-2158.25
-1285.25,-2151.25
-1268.25,-2130.25
-4480.25,857.25
-2113.481351,-30.93341362
-1659.25,259
-1591.5,294.25
-1530.75,303.5
4848,4105.25
4812.75,4240.25
4488.421111,4121.551159
1698.88486,4600.26245
5784.25,4946.25
5652,5152.5
5650.90466,5071.549119
5620.5,5089.5
5854.904966,5350.856298
5521.5,5004.5
-2584.5,-1131.5
-2585,-1109
-2778,-623.5
-4756.25,-616.75
-4829.5,-621.25
-4812,-640.5
-4854.5,-664.25
-4139.695833,-334.6357761
-4036.75,-318.25
-4024.25,-297.75
-4017.25,-308.25
-3723.563492,-709.0488168
-3361.75,121.5
-4015,-33
-4023.25,-17
-4321.75,96
-4255.5,834
-3345.968471,4.421925436
-3001.607468,388.734461
-3143.382378,491.2649443
6037.877783,1549.490851
-2688.918809,304.1343209
-3738.093819,725.0340202
-3727.546519,710.7704853
-3717.294517,710.7704853
-3720.545152,716.7682905
-3688.872297,685.9462413
